monthly_income,existing_obligations,loan_amount,annual_interest_rate,tenure_years,credit_score,employment_years,previous_defaults,foir,emi,total_obligations,remaining_income,default
49971.7479558319,13101.394515076188,1896535.9070985056,9.379617937610597,1,796.9465866113553,0.28188484185723106,0,26.217603047738102,166188.91819352895,179290.31270860514,-129318.56475277324,0
47647.746400785145,13654.17754201309,244873.93233231647,11.629281803346075,3,815.0661554932734,5.484524979511706,1,28.6565022974268,8090.028876462592,21744.206418475682,25903.539982309463,0
41601.94140262245,8143.006506587382,1573281.3235455872,18.210853129870888,3,745.4130476457403,4.035618607217858,0,19.5736214033369,57044.439744476156,65187.446251063535,-23585.504848441087,0
79165.08078219826,35246.2898404094,245181.6901027725,16.597383889730473,1,638.8282570637168,26.37733732174881,0,44.52252115725142,22314.915485492133,57561.20532590154,21603.875456296722,0
99721.57910773579,16117.208262689466,739657.6778151472,15.344045442748007,5,611.555874143587,11.080753058959656,0,16.16220722425282,17730.2639338905,33847.47219657997,65874.10691115582,0
57000.96549941986,22701.12794752667,1526270.6595331195,9.366662779376725,6,590.484852439204,0.5249247065934974,1,39.82586566495566,27790.416560287686,50491.54450781435,6509.420991605504,1
41110.93512661641,19564.042738937846,1450918.951079995,18.20838259444422,6,744.7411781266832,3.2440665562910134,0,47.58841577960487,33263.40528919409,52827.448028131934,-11716.512901515525,1
41401.9514072414,14567.240151523265,104023.86396646233,11.5773115666115,2,788.5708263852395,9.235002570282733,0,35.18491195797932,4876.256178323361,19443.496329846625,21958.455077394778,0
80407.8104802381,18258.96242054922,483691.57241614873,14.419794127409814,7,711.6260988879291,11.7855859631249,0,22.70794629464104,9176.924213641541,27435.88663419076,52971.92384604734,0
83831.50900504335,12067.178631340845,1579289.9854517663,10.801696381161687,3,760.0479528935322,0.743244118781957,0,14.394562109832565,51555.74417086417,63622.922802205016,20208.586202838334,0
76612.78608291622,8976.957430597931,339680.273967971,14.248838822830706,2,731.1392735872361,3.593126385077569,0,11.7173097201848,16348.98885222567,25325.9462828236,51286.839800092625,0
44472.240873946546,18771.171169569032,720119.9213232407,14.745674418068797,1,646.0382999402262,1.792984744571987,0,42.208736957453084,64910.41956930655,83681.59073887559,-39209.34986492904,0
66607.49825378404,18954.22926760833,449390.0631030137,12.085621301075658,6,770.6627150904588,5.952256195455914,0,28.456599879175798,8805.684302516838,27759.91357012517,38847.584683658875,0
63234.698433224665,4626.2363464766395,311763.61728022736,14.071059763515091,2,766.1899758864021,9.53301863976333,0,7.315977558368382,14979.138075695626,19605.374422172266,43629.3240110524,0
66204.89684993861,35877.74137951225,1689588.916113722,12.872628510176035,5,630.6661287550114,3.2000723498540786,0,54.19197534713101,38333.26406379325,74211.0054433055,-8006.108593366895,0
88808.95702400424,34249.315615273445,216549.31521848665,16.369944922235028,4,756.4973951432868,0.2548733521613084,0,38.5651591494495,6178.175035728613,40427.49065100206,48381.46637300218,0
66351.24728506526,31323.844975987602,1118494.9018135557,14.526695997937555,7,689.667569791763,4.0746764711541,1,47.20912757134886,21287.38540398009,52611.23037996769,13740.016905097567,1
81439.11335144108,21914.80410392378,1416073.9722475584,18.53691320371074,6,681.7377656367395,3.1046865835541464,0,26.90943356585057,32728.812046981264,54643.61615090504,26795.497200536032,0
61852.662369125435,32640.844332087083,209421.41544333776,8.595703490244729,6,727.3425909940354,1.3422971256385394,1,52.77193104040124,3733.0490077881254,36373.893339875205,25478.76902925023,0
68336.79116690799,10234.289402077915,1303510.8642314177,8.319663904004212,4,725.1799096948357,4.40597408804399,0,14.976251046206363,32018.46488293421,42252.754285012124,26084.036881895867,1
79712.32879431837,11364.432191418045,734724.4789581528,10.262592232346625,4,762.2079883379307,3.726700574526113,0,14.256806146940804,18727.30249174862,30091.734683166665,49620.5941111517,0
31144.088230419704,15421.536178668675,1683735.9251707806,9.422918911132182,2,640.5487259716358,9.292596785135396,0,49.51673673851794,77248.17034173117,92669.70652039984,-61525.618289980135,1
51960.95207486371,25765.28141731309,1615553.2822140208,14.310749273555466,6,739.5919350452114,6.607151242175266,0,49.5858532002864,33559.08742628706,59324.36884360015,-7363.416768736439,1
48554.01394264372,14542.400225417881,1608419.570711628,10.401608619031817,6,618.8019936334789,1.0778621926781689,0,29.95097427495211,30124.092422816255,44666.49264823414,3887.521294409584,1
45008.417620596934,5081.143287402187,857460.619907911,8.19258349592501,3,687.4872368570406,2.68806492548924,0,11.289317767698932,26945.94351555304,32027.08680295523,12981.330817641705,0
53012.64919696697,10740.798973783742,1662841.5605257833,11.391464665137093,1,692.1545462609499,2.283911326295889,0,20.260822910163593,147268.50146087713,158009.30043466086,-104996.65123769389,0
117574.02700581941,50213.06502957415,1296965.8076209489,14.110436452887638,6,767.9032375960627,5.995183079766415,0,42.70761690172339,26801.696276358573,77014.76130593273,40559.26569988669,0
40638.689661130986,19221.935785603073,819498.7740728961,16.571061776631463,6,700.648422016471,0.5444851030135056,1,47.29959540006517,18035.091913748827,37257.0276993519,3381.6619617790857,0
92765.0378768316,20763.354815145725,253272.91536529505,13.260737682619146,6,681.6711538266883,10.224514511718025,0,22.38273738724085,5119.147444600888,25882.502259746612,66882.53561708498,0
28136.091999898996,2268.2428525409177,226955.9340896015,19.552571940522945,1,799.8150547931972,1.9068740151387558,0,8.061684090843393,20975.381325231298,23243.624177772217,4892.467822126779,0
51606.431114769344,19758.21062266331,577663.1054329261,10.393431947244485,6,669.9702359539084,8.28597488444114,0,38.28633407863903,10816.656330313754,30574.866952977063,21031.56416179228,0
64559.25224185294,27098.65062725203,669210.824558868,14.168743812108739,3,667.0193375004789,7.975511373521278,1,41.974852071914675,22926.924811306737,50025.575438558764,14533.676803294176,0
78112.07163836228,20465.93595030897,1862303.7537495738,11.038204751060395,2,568.6453197962988,5.760123049647209,0,26.20073379318463,86830.98828173993,107296.9242320489,-29184.85259368662,0
82631.95938014769,28222.84704794184,1999882.302351119,17.680014904214037,4,684.8193832408599,4.206958460178073,0,34.15488058089346,58412.67789597097,86635.52494391281,-4003.5655637651216,1
85742.6885820929,46617.07784262574,372980.31015534257,10.253101532865518,6,634.2221469652111,4.374254105411471,0,54.368574876204164,6957.4726850862335,53574.550527711974,32168.13805438093,1
51286.02406658763,8846.803234849258,1891259.6559291687,19.539213050313705,6,682.4489464222023,3.5691687986724894,0,17.24992996798297,44797.28579801815,53644.08903286741,-2358.064966279773,1
48729.58085887627,16396.960473105333,1442426.0222019756,16.59927794746726,2,716.7970791240634,4.061683846012403,0,33.64888468996254,71039.38637735142,87436.34685045676,-38706.76599158049,0
88272.94912839837,31379.286209360103,1047355.5198963969,14.68238097372266,7,624.042794127227,14.535165824882966,0,35.548020678132126,20024.377601397748,51403.66381075785,36869.28531764052,0
55050.86720159099,17866.957023969906,1913904.614762918,14.388176848012511,6,642.3913922628774,1.78490115374085,0,32.45535980122315,39836.33710310969,57703.2941270796,-2652.4269254886094,1
33794.08261904962,16375.422174857837,1456017.0464104707,12.349642830776848,7,588.0378681777107,1.7589057016301415,0,48.456477897189785,25975.724024678846,42351.146199536684,-8557.063580487062,1
36030.48248674449,12700.880765971386,1227943.5920262444,8.252312721992054,7,664.3131021293057,4.542756739829599,0,35.25037659610582,19293.715761412364,31994.59652738375,4035.8859593607413,0
39669.833346487125,12057.4479406274,498100.85163752735,18.981485191039653,4,633.8861143487552,3.182557759132532,1,30.3945011195645,14888.408322877724,26945.856263505124,12723.977082982,1
75043.42132781094,8367.905304083703,564443.5085545006,17.539248034106496,1,850.0,1.7545433425839416,0,11.150751333058656,51624.48736258094,59992.392666664644,15051.028661146294,0
63971.40223724445,25691.209384327383,1831853.2985258666,9.618296988780969,1,805.282691277117,10.977453818481022,0,40.160459964671276,160723.9867553951,186415.19613972248,-122443.79390247804,0
81864.29780279292,9500.653081811332,508573.68426971295,9.464955274313066,5,793.9288915627359,0.7085679973183817,0,11.605368074735019,10672.286221499575,20172.939303310908,61691.35849948201,0
49505.35627867705,3132.9438325750275,161381.4271598501,11.697208062183387,1,609.3650461887314,3.987709654091111,0,6.328494668211183,14315.69487699353,17448.638709568557,32056.717569108492,0
64436.96268559995,18961.580296816526,605831.485980637,17.15767284918936,5,687.5844313945194,0.6824336837946827,0,29.42655815317311,15107.882923335117,34069.46322015164,30367.49946544831,0
79508.20624235386,26732.458692308835,1013055.8672632397,14.037980362241292,1,615.7766882774895,16.240802205477333,0,33.622263607386614,90977.47107286836,117709.92976517719,-38201.72352282333,0
52202.92977899603,28686.920994610526,825733.0453911005,15.850518600360735,6,828.9975520735012,2.4819573966593933,0,54.952703068694,17843.780163699324,46530.70115830985,5672.228620686183,0
73691.93912952478,29930.968345140478,1878025.6973591065,8.074331359963987,2,758.1758139283631,0.05021148643986295,1,40.61633972276432,85001.69716169742,114932.66550683789,-41240.72637731311,1
44544.018888003186,21127.012570597097,895290.6844369528,19.084454578115913,1,626.3189948376315,9.268680358435104,0,47.429516011378865,82543.01633787145,103670.02890846855,-59126.010020465365,1
50956.39827468575,11373.163350953568,1789200.1065631495,9.988229755453332,3,725.8631582580554,11.930455801869082,0,22.319401951537763,57722.56803930714,69095.73139026071,-18139.333115574962,0
50529.76203554022,15384.157005356132,1229859.574579614,11.826815303942144,7,596.2206336284574,0.29124275957745505,0,30.445734128998375,21596.64254203503,36980.799547391165,13548.962488149053,0
35030.41631642608,18816.044989355825,1095836.8775825195,19.365806782311836,4,690.4461655869914,1.099411261762186,0,53.713449533092785,32977.55885838061,51793.603847736435,-16763.187531310352,1
74700.15585699466,19324.5027418451,404371.7020433468,16.79472242288247,7,687.710595602683,4.0463748533238535,0,25.86942760713881,8215.760465396192,27540.26320724129,47159.892649753376,0
48575.21926160245,22035.915659364113,614960.636182423,14.132800465477738,2,751.7753264032066,4.282609864502299,0,45.364521240119196,29564.628545814227,51600.54420517834,-3025.3249435758917,0
60338.29131116453,18885.55687204314,1747616.8759561526,18.354992171640856,5,769.1487797046902,1.9067941745883417,0,31.299455887224802,44716.163288477284,63601.720160520425,-3263.4288493558925,0
74491.16730778811,12066.148241833407,1581918.7018172706,8.735147680589241,2,701.4226784076405,2.2136777358952173,0,16.198092576503203,72077.46653975164,84143.61478158504,-9652.447473796929,0
73353.01378210996,24955.378836467182,950104.3924532544,8.915513995326398,4,684.3199555865104,14.131034561059248,0,34.02093186054414,23605.29125756773,48560.67009403491,24792.343688075052,0
80944.83402782124,12872.739048493922,1827142.0931097511,9.861931026008472,3,473.5316983941939,6.445091091993701,2,15.903101418516075,58838.366845470395,71711.10589396431,9233.72813385693,1
57398.954805301364,2956.820767801953,1656439.535865022,11.174852398037066,5,809.3486715464333,0.17571746143569947,1,5.151349493787056,36159.61966550528,39116.44043330723,18282.514371994133,0
49593.52703074803,8329.134061448904,312960.2329451089,16.50835601540157,5,653.9686310327221,3.226250055840514,0,16.794800773667163,7695.375345059433,16024.509406508336,33569.0176242397,0
57885.75735241273,8484.426374531558,1251267.9382243757,14.38901154939316,1,707.1502694619405,3.542847063808423,1,14.65719161775452,112576.89815999451,121061.32453452607,-63175.56718211334,0
28079.62057952064,6611.643989310653,1617802.0928075372,13.11253499977808,5,850.0,12.76405107269725,0,23.546058859971687,36903.23427616193,43514.87826547258,-15435.25768595194,0
31285.16268809766,15464.207484311604,1635853.8430749313,17.391061891208054,6,616.4161365139984,4.086671743085705,0,49.429845190464405,36749.29758433944,52213.505068651044,-20928.342380553386,0
33086.64533144577,8070.7108100075475,273548.23802924,11.805927180340948,3,701.4889978588321,2.746013554418148,0,24.39265367993379,9060.3807844982,17131.09159450575,15955.553736940019,0
38305.1169772383,18102.761318240377,526761.2221076867,9.025489506755655,1,734.7800913755576,4.882829397791294,0,47.259381374549555,46072.27345230523,64175.03477054561,-25869.917793307308,0
71825.74406648733,23544.94649531388,884774.7019369436,12.76119659980559,3,776.4723123058063,29.168177925914772,0,32.78065100657906,29709.889087740074,53254.83558305395,18570.908483433377,0
39920.06131185015,2147.992795310746,578099.0794382669,17.196935282673277,3,700.085401675401,11.882484179772144,1,5.380735211128347,20667.51388061409,22815.506675924837,17104.554635925313,0
50611.12495530584,7306.644927964444,306982.47872619104,13.689028582058597,6,782.2907636659161,1.4661523375172216,1,14.436835645160755,6274.597241201812,13581.242169166257,37029.882786139584,0
107662.0652716035,55514.76210817963,1294720.816355827,19.72577518996442,1,670.9051421041212,2.3689190263495536,0,51.56390226040182,119765.96468219807,175280.7267903777,-67618.6615187742,0
51112.33079509346,17995.973059589367,1064199.5579216864,18.273527643003526,3,738.0462256156519,7.804321932987922,1,35.20867230988593,38619.544837285335,56615.517896874706,-5503.187101781245,0
83615.30420857975,43042.93688825416,394480.5331672524,17.49144630139095,6,728.9769692413429,0.3086239175807004,1,51.4773429286137,8884.191518456337,51927.1284067105,31688.17580186925,1
39417.76512647155,8083.0073169926245,1214125.7929264458,17.278167196860142,7,693.6223789648063,4.015680935109767,1,20.506001015172643,25007.20445103138,33090.211768024004,6327.553358447549,1
54701.8571924564,22333.73930277758,217828.41147228205,14.973488834039768,5,722.6450081201508,3.6829618030473767,0,40.82811891413714,5179.091865193352,27512.83116797093,27189.026024485473,0
39127.85578522905,17060.23734877564,827778.0126192907,18.81379642532634,1,638.7804224496772,1.9371612857957503,1,43.60125799486299,76211.64634565877,93271.88369443441,-54144.02790920536,0
51510.19133370194,27704.746177265846,1605784.130726735,15.078465350602679,5,679.0945206264375,0.6768954186936347,1,53.78498013681278,38267.66218693211,65972.40836419795,-14462.21703049601,1
87573.91889280592,5174.588876037804,1791094.3094738848,12.470438081429476,1,609.918370498997,0.5982643338043184,0,5.908824158448035,159531.00399161584,164705.59286765364,-77131.67397484773,0
27578.883016633707,14509.76353081622,565945.802319159,10.350816480712616,1,669.0908042459901,7.990224658372683,0,52.61186075616231,49848.01537531711,64357.77890613333,-36778.895889499625,1
72954.44474903127,17931.845684683663,1733066.718079506,17.757138956019578,5,779.6727467081627,4.6363579922183105,1,24.579510880208257,43779.85903575254,61711.7047204362,11242.740028595072,1
66774.78794134007,31317.121992100452,1794339.782242431,12.453647598716103,3,729.4289928682695,12.27134376134482,0,46.89962028724335,59987.28619742167,91304.40818952213,-24529.620248182066,0
45923.50521413599,14803.73853077339,1253076.378747485,17.490838812679765,1,721.5551534918251,3.927411149431548,0,32.23564591105419,114578.61068959998,129382.34922037338,-83458.84400623738,0
31300.013465300126,10401.769823324958,1966138.005487082,19.79603384248744,3,588.0783919352186,0.3918766207044216,0,33.23247715166827,72864.56078935038,83266.33061267533,-51966.3171473752,1
61979.447657386336,14235.993887906377,567734.0625463331,12.784479182096916,3,722.4036111816606,5.35159916594373,0,22.968894409322505,19070.321991776043,33306.31587968242,28673.131777703915,0
47279.31302874434,21948.773119549962,231051.0409943578,12.088895252961501,5,695.6057213195272,9.277052488300633,0,46.42362951890988,5149.988021549743,27098.761141099705,20180.551887644637,0
66622.93298116032,12125.825867080914,1702541.9885787575,10.041113429662033,7,737.6191026410297,1.5199627137983271,1,18.20067854189167,28300.393343449654,40426.219210530566,26196.713770629758,1
60592.918372528875,17942.816984776826,1032768.2524791531,13.704219213653438,1,796.8251607054174,8.12891424488736,0,29.612069308930323,92585.61492767747,110528.4319124543,-49935.51353992542,0
123364.70670573243,40721.11670752676,758262.3702934614,15.84822154539521,5,671.3755907720974,9.547396201654122,0,33.00872493837377,18378.3735548377,59099.49026236446,64265.21644336797,0
53873.27502744399,22694.68529132096,204942.37983271206,11.753440845569797,5,677.907592666472,5.146757095119985,0,42.126054671374426,4533.336511635932,27228.02180295689,26645.2532244871,0
37855.28841785129,10819.710276771508,222786.50975999213,13.827987307632363,7,764.2691932815353,8.406029249304595,0,28.58176685207685,4153.880690522193,14973.590967293701,22881.69745055759,0
65041.04928011004,25375.209237923315,272361.25629559596,14.444873582018538,3,657.7606288799799,2.987610157941159,0,39.014144941974685,9367.619855306415,34742.82909322973,30298.22018688031,0
66243.87912350112,19386.07568508705,448920.78905574215,11.302848097190843,2,706.1174456586726,0.7933598069360248,1,29.26470481739877,20986.403796658364,40372.47948174541,25871.399641755706,0
110606.51254005589,41992.90377684201,1943761.7560247562,8.282137287686716,7,560.2388058133505,1.688204422217595,0,37.966031847929735,30569.832537909384,72562.7363147514,38043.77622530449,1
87369.35770824146,33818.2091451656,634667.869918085,10.587487010410905,1,678.4361085017521,9.171974305656674,0,38.70717381040741,55970.9513840362,89789.16052920179,-2419.8028209603362,0
70452.34605891326,28513.528468436532,1652389.8708593026,17.63779563574864,4,791.3514779563931,4.866506358346186,0,40.472078026462185,48226.76776803536,76740.29623647188,-6287.950177558625,0
115911.95140419205,53510.740418719324,136886.18275893995,11.336748117583673,5,723.4805577598423,0.31143500064987983,0,46.1649896930163,2999.277410151936,56510.01782887126,59401.933575320785,0
35142.14729593249,11258.183306540248,711448.6160865815,8.165863192798712,1,762.9592205112052,11.476405633993277,0,32.03612804799587,61942.3714410983,73200.55474763855,-38058.407451706065,0
44990.72567797961,6597.398709005959,1821765.6226734847,13.099383880222405,3,766.942040782286,5.314931745722097,0,14.663908193494663,61469.72671603409,68067.12542504005,-23076.399747060444,0
39542.86955541784,15414.618050109244,451577.48747482605,16.189654895463725,1,794.4480977525023,0.9703689563608141,0,38.982042080952766,41012.55219660278,56427.17024671203,-16884.300691294186,0
50346.55273596039,4458.642465515181,639644.6887856047,17.028913275663363,6,675.6982616230202,4.696202899550508,0,8.855904174608094,14239.941218731554,18698.583684246736,31647.96905171365,0
32292.52553361651,5149.931603451506,1670378.2752547923,12.96678008022352,2,765.9596503007435,5.477767584064023,0,15.9477511230592,79386.7661786166,84536.6977820681,-52244.17224845159,0
79851.00720451302,35619.83862448671,330644.204258938,14.86230069784073,5,850.0,2.506633934282902,0,44.607876433239966,7842.1237416602435,43461.96236614695,36389.04483836607,0
54290.23348063486,14524.541532098136,201048.06246753,16.94609901833488,2,698.1581221664552,5.176877251419182,0,26.753507216503298,9935.065187755303,24459.606719853437,29830.626760781422,0
30953.365393953292,9255.739821515392,1935355.834475764,18.670898028207784,5,607.6235795958147,23.667392924390306,0,29.90220838256085,49854.3851746445,59110.124996159895,-28156.759602206603,1
37990.418214425736,20655.33184913356,869104.3415056344,15.67879083071102,6,658.3531839959574,5.073634205906959,0,54.36984592417651,18699.10724730871,39354.43909644227,-1364.0208820165353,0
69091.09101391581,11578.716362573998,1349955.412578419,16.290353213803645,1,732.7835740838265,4.588354800787999,0,16.758624292445894,122668.17462742866,134246.89099000266,-65155.799976086855,0
87487.98921037586,5229.714830735305,341520.2316625678,9.184101533945508,6,583.6803932771771,9.857984048673025,0,5.977637476796728,6187.337048132085,11417.05187886739,76070.93733150847,0
147359.2471362068,15573.854301882464,518337.05594704027,13.045403452213165,5,646.6540749871863,6.532400876573934,0,10.568630475892206,11805.81183200671,27379.66613388917,119979.58100231763,0
222645.91221863485,38350.96540260076,973963.4405038554,18.66750619827101,1,676.9152006239659,4.64139287925318,0,17.225092983041478,89602.65693869778,127953.62234129854,94692.28987733631,0
72300.33822247444,29857.14855428953,1382791.1131146776,9.92864067133894,2,707.6900629126256,6.224313155414109,0,41.29600121982346,63763.260302276,93620.40885656554,-21320.0706340911,1
38438.22503960246,16832.522180036092,657171.0311405237,11.719513053616511,6,825.7557010385281,13.029385908502514,0,43.7911015992381,12752.16673565973,29584.68891569582,8853.53612390664,0
22986.88270110317,7648.758262401138,1780804.1269760795,16.13556277290962,4,748.1469665854225,1.251618706580422,0,33.27444770070569,50592.213658287925,58240.971920689066,-35254.08921958589,0
67681.62467646926,12015.058549710511,1584173.6068841827,18.82488756778945,1,622.0295997397756,6.548217249265921,0,17.752319934908066,145859.6564278107,157874.71497752122,-90193.09030105195,1
41617.513211328725,12937.675754753316,1147959.9926312238,8.708484399656719,5,850.0,0.36635480449190355,1,31.08709472634118,23667.674347290467,36605.35010204378,5012.163109284942,0
49771.06520241554,2860.780005949086,972501.2485353305,18.445903716985775,6,698.8435794755665,2.8177760805963277,0,5.747877796696711,22426.450138058135,25287.230144007222,24483.83505840832,0
45554.116946721304,17807.125787358375,1277130.8312107672,10.643872566594574,4,582.3704463445756,1.4848104879644917,1,39.090047137089805,32787.67425010743,50594.80003746581,-5040.683090744504,1
56316.56185257985,20113.391230173493,1490160.016249386,18.33026973080154,1,627.3133230220928,2.1012273703266984,0,35.71487777045839,136852.19202234186,156965.58325251535,-100649.0213999355,0
96934.5168078917,5903.14434691164,356405.5610523678,18.670826779479594,1,627.7277011180624,5.634712790990046,1,6.089826969077179,32789.15151514246,38692.2958620541,58242.2209458376,1
64393.73962367339,29524.90418401481,1720018.5888656825,17.3057891040868,3,605.6413154597359,1.0138420419557772,0,45.85058168163978,61585.436856696055,91110.34104071086,-26716.60141703747,1
55866.16309656942,24118.16381763646,1029865.2889497158,19.085798595226507,4,735.9073883683194,2.2244296495210487,0,43.17132675810609,30839.740296709955,54957.90411434641,908.2589822230075,0
37648.77335303523,7684.561637114269,1877153.580638148,19.53389706710893,6,513.3157210945013,0.1499206929974365,1,20.411187278415653,44457.41099000589,52141.97262712016,-14493.199274084931,1
28239.938563384803,10383.495717402006,1915530.552616819,19.102233232976047,5,768.7575663105522,2.6087707402527327,0,36.768832531615296,49797.734157069644,60181.22987447165,-31941.29131108685,0
48207.08505705428,16908.465478340517,158361.95993436177,14.157548843492188,2,757.0085763236392,6.153141375291073,0,35.074648173248654,7615.206213233943,24523.671691574462,23683.41336547982,0
58565.302537733594,7120.963312066095,830513.8539609042,13.564121157889893,5,668.0464579880397,13.192994268749443,0,12.159013961343513,19137.442176905774,26258.405488971868,32306.897048761726,0
132942.01069543094,19493.240572640312,1099824.485167904,9.262475119766346,1,764.09989559808,4.947142733053151,0,14.662965055718292,96315.1948463128,115808.43541895312,17133.57527647783,0
63622.55824750935,24914.789010990455,1125231.4274420044,10.593091627553605,2,623.5080158458481,0.9412355578204807,0,39.16030681140648,52232.282686619415,77147.07169760988,-13524.51345010053,0
93370.67671895414,48251.70831810991,1662547.397009317,15.828384629554904,6,641.0373819359708,3.5101200387745553,0,51.67758231350042,35906.80686230536,84158.51518041527,9212.161538538872,1
47926.16238454322,16205.856085964471,368097.5761146602,9.528101871752645,7,738.4684694947418,1.898042033157466,0,33.81421603493766,6021.4787587630535,22227.334844727524,25698.827539815695,0
